case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary
14904,1319,M,PhD,66,Other,66,92,Full,0,8155.0
14905,1319,M,PhD,66,Other,66,93,Full,1,8759.0
14906,1319,M,PhD,66,Other,66,94,Full,1,8759.0
14907,1319,M,PhD,66,Other,66,95,Full,1,9143.0
14908,1320,M,PhD,84,Other,84,84,Assist,0,3873.0
14909,1320,M,PhD,84,Other,84,85,Assist,0,3873.0
14910,1320,M,PhD,84,Other,84,86,Assist,0,4844.0
14911,1320,M,PhD,84,Other,84,87,Assist,0,5087.0
14912,1320,M,PhD,84,Other,84,88,Assist,0,5464.0
14913,1320,M,PhD,84,Other,84,89,Assist,0,6280.0
14914,1320,M,PhD,84,Other,84,90,Assoc,0,6861.0
14915,1320,M,PhD,84,Other,84,91,Assoc,0,7388.0
14916,1320,M,PhD,84,Other,84,92,Assoc,0,7823.0
14917,1320,M,PhD,84,Other,84,93,Assoc,0,8165.0
14918,1320,M,PhD,84,Other,84,94,Full,0,8402.0
14919,1320,M,PhD,84,Other,84,95,Full,0,9162.0
14920,1321,M,PhD,84,Other,83,83,Assist,0,3406.0
14921,1321,M,PhD,84,Other,83,84,Assist,0,3688.0
14922,1321,M,PhD,84,Other,83,85,Assist,0,3688.0
14923,1321,M,PhD,84,Other,83,86,Assist,0,4023.0
14924,1321,M,PhD,84,Other,83,87,Assist,0,4225.0
14925,1321,M,PhD,84,Other,83,88,Assist,0,4805.0
14926,1321,M,PhD,84,Other,83,89,Assist,0,5763.0
14927,1321,M,PhD,84,Other,83,90,Assoc,0,6297.0
14928,1321,M,PhD,84,Other,83,91,Assoc,0,6590.0
14929,1321,M,PhD,84,Other,83,92,Assoc,0,6977.0
14930,1321,M,PhD,84,Other,83,93,Assoc,0,7283.0
14931,1321,M,PhD,84,Other,83,94,Assoc,0,7283.0
14932,1321,M,PhD,84,Other,83,95,Assoc,0,7885.0
14933,1322,M,PhD,84,Prof,95,95,Assist,0,5544.041
14934,1323,M,PhD,82,Other,92,92,Assoc,0,6048.0
14935,1323,M,PhD,82,Other,92,93,Assoc,0,6223.0
14936,1323,M,PhD,82,Other,92,94,Assoc,0,6223.0
14937,1323,M,PhD,82,Other,92,95,Full,0,6781.0
14938,1324,M,PhD,78,Arts,80,80,Assist,0,1945.0
14939,1324,M,PhD,78,Arts,80,81,Assist,0,2194.0
14940,1324,M,PhD,78,Arts,80,82,Assist,0,2323.0
14941,1324,M,PhD,78,Arts,80,83,Assist,0,2451.0
14942,1324,M,PhD,78,Arts,80,84,Assist,0,2655.0
14943,1324,M,PhD,78,Arts,80,85,Assist,0,2655.0
14944,1324,M,PhD,78,Arts,80,86,Assoc,0,3246.0
14945,1324,M,PhD,78,Arts,80,87,Assoc,0,3409.0
14946,1324,M,PhD,78,Arts,80,88,Assoc,0,3559.0
14947,1324,M,PhD,78,Arts,80,89,Assoc,0,3863.0
14948,1324,M,PhD,78,Arts,80,90,Assoc,0,4101.0
14949,1324,M,PhD,78,Arts,80,91,Assoc,0,4544.0
14950,1324,M,PhD,78,Arts,80,92,Assoc,0,4743.0
14951,1324,M,PhD,78,Arts,80,93,Assoc,0,4951.0
14952,1324,M,PhD,78,Arts,80,94,Assoc,0,4951.0
14953,1324,M,PhD,78,Arts,80,95,Assoc,0,5318.0
14954,1325,M,PhD,64,Other,62,76,Full,0,2376.0
14955,1325,M,PhD,64,Other,62,77,Full,0,2628.0
14956,1325,M,PhD,64,Other,62,78,Full,0,2714.0
14957,1325,M,PhD,64,Other,62,79,Full,0,3032.0
14958,1325,M,PhD,64,Other,62,80,Full,0,3250.0
14959,1325,M,PhD,64,Other,62,81,Full,0,3723.0
14960,1325,M,PhD,64,Other,62,82,Full,0,3831.0
14961,1325,M,PhD,64,Other,62,83,Full,0,4101.0
14962,1325,M,PhD,64,Other,62,84,Full,0,4378.0
14963,1325,M,PhD,64,Other,62,85,Full,0,4378.0
14964,1325,M,PhD,64,Other,62,86,Full,0,5431.0
14965,1325,M,PhD,64,Other,62,87,Full,0,5703.0
14966,1325,M,PhD,64,Other,62,88,Full,0,5786.0
14967,1325,M,PhD,64,Other,62,89,Full,0,6103.0
14968,1325,M,PhD,64,Other,62,90,Full,0,6388.0
14969,1325,M,PhD,64,Other,62,91,Full,0,6684.0
14970,1325,M,PhD,64,Other,62,92,Full,0,6878.0
14971,1325,M,PhD,64,Other,62,93,Full,0,7078.0
14972,1325,M,PhD,64,Other,62,94,Full,0,7078.0
14973,1325,M,PhD,64,Other,62,95,Full,0,7283.0
14974,1326,M,PhD,67,Other,73,76,Assist,0,1516.0
14975,1326,M,PhD,67,Other,73,77,Assist,0,1663.0
14976,1326,M,PhD,67,Other,73,78,Assist,0,1763.0
14977,1326,M,PhD,67,Other,73,79,Assoc,0,2108.0
14978,1326,M,PhD,67,Other,73,80,Assoc,0,2246.0
14979,1326,M,PhD,67,Other,73,81,Assoc,0,2492.0
14980,1326,M,PhD,67,Other,73,82,Assoc,0,2565.0
14981,1326,M,PhD,67,Other,73,83,Assoc,0,2706.0
14982,1326,M,PhD,67,Other,73,84,Full,0,3194.0
14983,1326,M,PhD,67,Other,73,85,Full,0,3194.0
14984,1326,M,PhD,67,Other,73,86,Full,0,3583.0
14985,1326,M,PhD,67,Other,73,87,Full,0,3764.0
14986,1326,M,PhD,67,Other,73,88,Full,0,3929.0
14987,1326,M,PhD,67,Other,73,89,Full,0,4203.0
14988,1326,M,PhD,67,Other,73,90,Full,0,4400.0
14989,1326,M,PhD,67,Other,73,91,Full,0,4670.0
14990,1326,M,PhD,67,Other,73,92,Full,0,4875.0
14991,1326,M,PhD,67,Other,73,93,Full,0,5016.0
14992,1326,M,PhD,67,Other,73,94,Full,0,5016.0
14993,1326,M,PhD,67,Other,73,95,Full,0,5088.0
14994,1327,M,PhD,67,Other,63,76,Assoc,0,1875.0
14995,1327,M,PhD,67,Other,63,77,Assoc,0,2077.0
14996,1327,M,PhD,67,Other,63,78,Assoc,0,2180.0
14997,1327,M,PhD,67,Other,63,79,Assoc,0,2411.0
14998,1327,M,PhD,67,Other,63,80,Assoc,0,2603.0
14999,1327,M,PhD,67,Other,63,81,Full,0,3005.0
15000,1327,M,PhD,67,Other,63,82,Full,0,3228.0
15001,1327,M,PhD,67,Other,63,83,Full,0,3406.0
15002,1327,M,PhD,67,Other,63,84,Full,0,3688.0
15003,1327,M,PhD,67,Other,63,85,Full,0,3688.0
15004,1327,M,PhD,67,Other,63,86,Full,0,3799.0
15005,1327,M,PhD,67,Other,63,87,Full,0,3990.0
15006,1327,M,PhD,67,Other,63,88,Full,0,4105.0
15007,1327,M,PhD,67,Other,63,89,Full,0,4456.0
15008,1327,M,PhD,67,Other,63,90,Full,0,4731.0
15009,1327,M,PhD,67,Other,63,91,Full,0,4951.0
15010,1327,M,PhD,67,Other,63,92,Full,0,5095.0
15011,1327,M,PhD,67,Other,63,93,Full,0,5551.0
15012,1327,M,PhD,67,Other,63,94,Full,0,5551.0
15013,1327,M,PhD,67,Other,63,95,Full,0,5878.0
15014,1328,M,PhD,85,Other,88,88,Assist,0,3662.0
15015,1328,M,PhD,85,Other,88,89,Assist,0,3700.0
15016,1328,M,PhD,85,Other,88,90,Assist,0,3873.0
15017,1328,M,PhD,85,Other,88,91,Assist,0,4053.0
15018,1328,M,PhD,85,Other,88,92,Assist,0,4231.0
15019,1328,M,PhD,85,Other,88,93,Assist,0,4353.0
15020,1328,M,PhD,85,Other,88,94,Assist,0,4353.0
15021,1328,M,PhD,85,Other,88,95,Assoc,0,4812.0
15022,1329,M,PhD,90,Prof,91,91,Assist,0,5318.0
15023,1329,M,PhD,90,Prof,91,92,Assist,0,5472.0
15024,1329,M,PhD,90,Prof,91,93,Assist,0,5631.0
15025,1329,M,PhD,90,Prof,91,94,Assist,0,5631.0
15026,1329,M,PhD,90,Prof,91,95,Assist,0,6048.0
15027,1330,M,PhD,87,Other,91,91,Assist,0,3559.0
15028,1330,M,PhD,87,Other,91,92,Assist,0,3715.0
15029,1330,M,PhD,87,Other,91,93,Assist,0,3878.0
15030,1330,M,PhD,87,Other,91,94,Assoc,0,3991.0
15031,1330,M,PhD,87,Other,91,95,Assoc,0,4165.0
15032,1331,M,PhD,83,Prof,83,83,Assist,0,3322.0
15033,1331,M,PhD,83,Prof,83,84,Assist,0,3534.0
15034,1331,M,PhD,83,Prof,83,85,Assist,0,3534.0
15035,1331,M,PhD,83,Prof,83,86,Assist,0,3854.0
15036,1331,M,PhD,83,Prof,83,87,Assist,0,4047.0
15037,1331,M,PhD,83,Prof,83,88,Assist,0,4165.0
15038,1331,M,PhD,83,Prof,83,89,Assoc,0,4651.0
15039,1331,M,PhD,83,Prof,83,90,Assoc,0,5229.0
15040,1331,M,PhD,83,Prof,83,91,Assoc,0,5551.0
15041,1331,M,PhD,83,Prof,83,92,Assoc,0,5794.0
15042,1331,M,PhD,83,Prof,83,93,Assoc,0,5962.0
15043,1331,M,PhD,83,Prof,83,94,Assoc,0,5962.0
15044,1331,M,PhD,83,Prof,83,95,Full,0,6684.0
15045,1332,M,PhD,78,Arts,87,87,Assoc,0,3990.0
15046,1332,M,PhD,78,Arts,87,88,Assoc,0,3990.0
15047,1332,M,PhD,78,Arts,87,89,Assoc,0,4247.761
15048,1332,M,PhD,78,Arts,87,90,Assoc,0,4468.0
15049,1332,M,PhD,78,Arts,87,91,Assoc,0,4812.0
15050,1332,M,PhD,78,Arts,87,92,Assoc,0,4951.0
15051,1332,M,PhD,78,Arts,87,93,Assoc,0,5242.0
15052,1332,M,PhD,78,Arts,87,94,Assoc,0,5242.0
15053,1332,M,PhD,78,Arts,87,95,Assoc,0,5551.0
15054,1333,M,PhD,72,Arts,88,88,Full,0,5235.0
15055,1333,M,PhD,72,Arts,88,89,Full,0,5653.731
15056,1333,M,PhD,72,Arts,88,90,Full,0,5863.0
15057,1333,M,PhD,72,Arts,88,91,Full,0,6048.0
15058,1333,M,PhD,72,Arts,88,92,Full,0,6313.0
15059,1333,M,PhD,72,Arts,88,93,Full,0,6496.0
15060,1333,M,PhD,72,Arts,88,94,Full,0,6496.0
15061,1333,M,PhD,72,Arts,88,95,Full,0,6781.0
15062,1334,F,PhD,86,Arts,89,89,Assist,0,3495.0
15063,1334,F,PhD,86,Arts,89,90,Assist,0,3555.0
15064,1334,F,PhD,86,Arts,89,91,Assist,0,3774.0
15065,1334,F,PhD,86,Arts,89,92,Assoc,0,4112.0
15066,1334,F,PhD,86,Arts,89,93,Assoc,0,4881.0
15067,1334,F,PhD,86,Arts,89,94,Assoc,0,4881.0
15068,1334,F,PhD,86,Arts,89,95,Assoc,0,5095.0
15069,1335,M,PhD,90,Prof,89,89,Assist,0,4996.0
15070,1335,M,PhD,90,Prof,89,90,Assist,0,5082.0
15071,1335,M,PhD,90,Prof,89,91,Assist,0,5472.0
15072,1335,M,PhD,90,Prof,89,92,Assist,0,5712.0
15073,1335,M,PhD,90,Prof,89,93,Assist,0,5878.0
15074,1335,M,PhD,90,Prof,89,94,Assist,0,5878.0
15075,1335,M,PhD,90,Prof,89,95,Assoc,0,6313.0
15076,1336,M,PhD,84,Other,88,88,Assoc,0,3818.0
15077,1336,M,PhD,84,Other,88,89,Assoc,0,4085.0
15078,1336,M,PhD,84,Other,88,90,Assoc,0,4337.0
15079,1336,M,PhD,84,Other,88,91,Assoc,0,4538.0
15080,1336,M,PhD,84,Other,88,92,Assoc,0,4670.0
15081,1336,M,PhD,84,Other,88,93,Assoc,0,4945.0
15082,1336,M,PhD,84,Other,88,94,Full,0,5088.0
15083,1336,M,PhD,84,Other,88,95,Full,0,6624.0
15084,1337,M,PhD,65,Other,53,76,Full,0,4077.0
15085,1337,M,PhD,65,Other,53,77,Full,0,4372.0
15086,1337,M,PhD,65,Other,53,78,Full,0,4528.0
15087,1337,M,PhD,65,Other,53,79,Full,0,4866.0
15088,1337,M,PhD,65,Other,53,80,Full,0,5178.0
15089,1337,M,PhD,65,Other,53,81,Full,0,5637.0
15090,1337,M,PhD,65,Other,53,82,Full,0,5883.0
15091,1337,M,PhD,65,Other,53,83,Full,0,6207.0
15092,1337,M,PhD,65,Other,53,84,Full,0,6350.0
15093,1337,M,PhD,65,Other,53,85,Full,0,6350.0
15094,1337,M,PhD,65,Other,53,86,Full,0,7024.0
15095,1337,M,PhD,65,Other,53,87,Full,0,7377.0
15096,1337,M,PhD,65,Other,53,88,Full,0,7377.0
15097,1337,M,PhD,65,Other,53,89,Full,0,8122.0
15098,1337,M,PhD,65,Other,53,90,Full,0,8502.0
15099,1337,M,PhD,65,Other,53,91,Full,0,9025.0
15100,1337,M,PhD,65,Other,53,92,Full,0,9286.0
15101,1337,M,PhD,65,Other,53,93,Full,0,9556.0
15102,1337,M,PhD,65,Other,53,94,Full,0,9556.0
15103,1337,M,PhD,65,Other,53,95,Full,0,9974.0
15104,1338,M,PhD,60,Other,71,76,Assoc,0,1839.0
15105,1338,M,PhD,60,Other,71,77,Assoc,0,2019.0
15106,1338,M,PhD,60,Other,71,78,Assoc,0,2136.0
15107,1338,M,PhD,60,Other,71,79,Assoc,0,2327.0
15108,1338,M,PhD,60,Other,71,80,Assoc,0,2552.0
15109,1338,M,PhD,60,Other,71,81,Assoc,0,2879.0
15110,1338,M,PhD,60,Other,71,82,Assoc,0,2879.0
15111,1338,M,PhD,60,Other,71,83,Assoc,0,3125.0
15112,1338,M,PhD,60,Other,71,84,Assoc,0,3290.0
15113,1338,M,PhD,60,Other,71,85,Assoc,0,3290.0
15114,1338,M,PhD,60,Other,71,86,Assoc,0,3389.0
15115,1338,M,PhD,60,Other,71,87,Assoc,0,3559.0
15116,1338,M,PhD,60,Other,71,88,Assoc,0,3662.0
15117,1338,M,PhD,60,Other,71,89,Assoc,0,3918.0
15118,1338,M,PhD,60,Other,71,90,Assoc,0,4042.667
15119,1338,M,PhD,60,Other,71,91,Assoc,0,4112.0
15120,1338,M,PhD,60,Other,71,92,Assoc,0,4112.0
15121,1338,M,PhD,60,Other,71,93,Assoc,0,4112.0
15122,1338,M,PhD,60,Other,71,94,Assoc,0,4112.0
15123,1338,M,PhD,60,Other,71,95,Assoc,0,4112.0
15124,1340,M,PhD,75,Prof,78,78,Assist,0,2206.0
15125,1340,M,PhD,75,Prof,78,79,Assist,0,2446.0
15126,1340,M,PhD,75,Prof,78,80,Assist,0,2632.0
15127,1340,M,PhD,75,Prof,78,81,Assist,0,2917.0
15128,1340,M,PhD,75,Prof,78,82,Assoc,0,3087.5
15129,1340,M,PhD,75,Prof,78,83,Assoc,0,3401.0
15130,1340,M,PhD,75,Prof,78,84,Assoc,0,3683.0
15131,1340,M,PhD,75,Prof,78,85,Assoc,0,3683.0
15132,1340,M,PhD,75,Prof,78,86,Assoc,0,4316.0
15133,1340,M,PhD,75,Prof,78,87,Assoc,0,4944.0
15134,1340,M,PhD,75,Prof,78,88,Assoc,0,5087.0
15135,1340,M,PhD,75,Prof,78,89,Assoc,0,5443.0
15136,1340,M,PhD,75,Prof,78,90,Full,0,6388.0
15137,1340,M,PhD,75,Prof,78,91,Full,0,6878.0
15138,1340,M,PhD,75,Prof,78,92,Full,0,7078.0
15139,1340,M,PhD,75,Prof,78,93,Full,0,7283.0
15140,1340,M,PhD,75,Prof,78,94,Full,0,7283.0
15141,1340,M,PhD,75,Prof,78,95,Full,0,7712.0
15142,1342,M,PhD,83,Other,88,88,Assist,0,3933.0
15143,1342,M,PhD,83,Other,88,89,Assist,0,3975.0
15144,1342,M,PhD,83,Other,88,90,Assist,0,4281.0
15145,1342,M,PhD,83,Other,88,91,Assoc,0,4743.0
15146,1342,M,PhD,83,Other,88,92,Assoc,0,4951.0
15147,1342,M,PhD,83,Other,88,93,Assoc,0,5168.0
15148,1342,M,PhD,83,Other,88,94,Assoc,0,5168.0
15149,1342,M,PhD,83,Other,88,95,Full,0,5794.0
15150,1343,M,PhD,72,Other,72,76,Assist,0,1743.0
15151,1343,M,PhD,72,Other,72,77,Assoc,0,1997.0
15152,1343,M,PhD,72,Other,72,78,Assoc,0,2120.0
15153,1343,M,PhD,72,Other,72,79,Assoc,0,2369.0
15154,1343,M,PhD,72,Other,72,80,Assoc,0,2582.0
15155,1343,M,PhD,72,Other,72,81,Assoc,0,2879.0
15156,1343,M,PhD,72,Other,72,82,Full,0,3092.0
15157,1343,M,PhD,72,Other,72,83,Full,0,3357.0
15158,1343,M,PhD,72,Other,72,84,Full,0,3434.0
15159,1343,M,PhD,72,Other,72,85,Full,0,3333.0
15160,1343,M,PhD,72,Other,72,86,Full,0,3904.0
15161,1343,M,PhD,72,Other,72,87,Full,0,4101.0
15162,1343,M,PhD,72,Other,72,88,Full,0,4281.0
15163,1343,M,PhD,72,Other,72,89,Full,1,5682.0
15164,1343,M,PhD,72,Other,72,90,Full,1,6208.0
15165,1343,M,PhD,72,Other,72,91,Full,1,6878.0
15166,1343,M,PhD,72,Other,72,92,Full,1,7206.0
15167,1343,M,PhD,72,Other,72,93,Full,1,7436.0
15168,1343,M,PhD,72,Other,72,94,Full,1,7867.0
15169,1343,M,PhD,72,Other,72,95,Full,1,8323.0
15170,1344,M,PhD,70,Other,73,76,Assist,0,1464.0
15171,1344,M,PhD,70,Other,73,77,Assist,0,1748.571
15172,1344,M,PhD,70,Other,73,80,Assoc,0,2346.667
15173,1344,M,PhD,70,Other,73,81,Assoc,0,2603.333
15174,1344,M,PhD,70,Other,73,82,Assoc,0,2793.333
15175,1344,M,PhD,70,Other,73,84,Full,0,3632.0
15176,1344,M,PhD,70,Other,73,85,Full,0,3632.0
15177,1344,M,PhD,70,Other,73,86,Full,0,5354.0
15178,1344,M,PhD,70,Other,73,87,Full,0,5623.0
15179,1344,M,PhD,70,Other,73,88,Full,0,5786.0
15180,1344,M,PhD,70,Other,73,89,Full,0,6190.0
15181,1344,M,PhD,70,Other,73,90,Full,0,6480.0
15182,1344,M,PhD,70,Other,73,91,Full,0,6781.0
15183,1344,M,PhD,70,Other,73,92,Full,0,6977.0
15184,1344,M,PhD,70,Other,73,93,Full,0,7180.0
15185,1344,M,PhD,70,Other,73,94,Full,0,7180.0
15186,1344,M,PhD,70,Other,73,95,Full,0,7388.0
15187,1345,M,PhD,77,Other,78,78,Assist,0,2278.0
15188,1345,M,PhD,77,Other,78,79,Assist,0,2583.0
15189,1345,M,PhD,77,Other,78,80,Assist,0,2824.0
15190,1345,M,PhD,77,Other,78,81,Assist,0,3137.0
15191,1345,M,PhD,77,Other,78,82,Assoc,0,3831.0
15192,1345,M,PhD,77,Other,78,83,Assoc,0,4042.0
15193,1345,M,PhD,77,Other,78,84,Assoc,0,4442.0
15194,1345,M,PhD,77,Other,78,85,Assoc,0,4442.0
15195,1345,M,PhD,77,Other,78,86,Assoc,0,4914.0
15196,1345,M,PhD,77,Other,78,87,Assoc,0,5160.0
15197,1345,M,PhD,77,Other,78,88,Assoc,0,5235.0
15198,1345,M,PhD,77,Other,78,89,Assoc,0,5443.0
15199,1345,M,PhD,77,Other,78,90,Assoc,0,5780.0
15200,1345,M,PhD,77,Other,78,91,Assoc,0,6048.0
15201,1345,M,PhD,77,Other,78,92,Assoc,0,6135.0
15202,1345,M,PhD,77,Other,78,93,Assoc,0,6135.0
15203,1345,M,PhD,77,Other,78,94,Assoc,0,6135.0
15204,1345,M,PhD,77,Other,78,95,Assoc,0,6223.0
15205,1346,F,PhD,71,Other,90,90,Full,0,4849.0
15206,1346,F,PhD,71,Other,90,91,Full,0,5088.0
15207,1346,F,PhD,71,Other,90,92,Full,0,5311.0
15208,1346,F,PhD,71,Other,90,93,Full,0,5465.0
15209,1346,F,PhD,71,Other,90,94,Full,0,5465.0
15210,1346,F,PhD,71,Other,90,95,Full,1,6320.0
15211,1347,M,PhD,92,Arts,90,90,Assist,0,4160.0
15212,1347,M,PhD,92,Arts,90,91,Assist,0,4231.0
15213,1347,M,PhD,92,Arts,90,92,Assist,0,4353.0
15214,1347,M,PhD,92,Arts,90,93,Assist,0,4610.0
15215,1347,M,PhD,92,Arts,90,94,Assist,0,4610.0
15216,1347,M,PhD,92,Arts,90,95,Assist,0,4812.0
15217,1348,M,PhD,85,Other,95,95,Assist,0,5631.0
15218,1349,M,PhD,61,Other,68,76,Full,0,2768.0
15219,1349,M,PhD,61,Other,68,77,Full,0,3066.0
15220,1349,M,PhD,61,Other,68,78,Full,0,3202.0
15221,1349,M,PhD,61,Other,68,79,Full,0,3605.455
15222,1349,M,PhD,61,Other,68,80,Full,0,3905.0
15223,1349,M,PhD,61,Other,68,81,Full,0,4485.0
15224,1349,M,PhD,61,Other,68,82,Full,0,4615.0
15225,1349,M,PhD,61,Other,68,83,Full,0,4869.0
15226,1349,M,PhD,61,Other,68,84,Full,0,5274.0
15227,1349,M,PhD,61,Other,68,85,Full,0,5274.0
15228,1349,M,PhD,61,Other,68,86,Full,0,6265.0
15229,1349,M,PhD,61,Other,68,87,Full,0,6580.0
15230,1349,M,PhD,61,Other,68,88,Full,0,6771.0
15231,1349,M,PhD,61,Other,68,89,Full,0,7244.0
15232,1349,M,PhD,61,Other,68,90,Full,0,7583.0
15233,1349,M,PhD,61,Other,68,91,Full,0,7935.0
15234,1349,M,PhD,61,Other,68,92,Full,0,8165.0
15235,1349,M,PhD,61,Other,68,93,Full,0,8402.0
15236,1349,M,PhD,61,Other,68,94,Full,0,8402.0
15237,1349,M,PhD,61,Other,68,95,Full,0,8646.0
15238,1351,F,PhD,84,Arts,85,85,Assist,0,2667.0
15239,1351,F,PhD,84,Arts,85,86,Assist,0,2774.0
15240,1351,F,PhD,84,Arts,85,87,Assist,0,2913.0
15241,1351,F,PhD,84,Arts,85,88,Assist,0,2998.0
15242,1351,F,PhD,84,Arts,85,89,Assist,0,3254.0
15243,1351,F,PhD,84,Arts,85,90,Assist,0,3505.0
15244,1351,F,PhD,84,Arts,85,91,Assoc,0,3828.0
15245,1351,F,PhD,84,Arts,85,92,Assoc,0,4171.0
15246,1351,F,PhD,84,Arts,85,93,Assoc,0,4292.0
15247,1351,F,PhD,84,Arts,85,94,Assoc,0,4292.0
15248,1351,F,PhD,84,Arts,85,95,Assoc,0,4416.0
15249,1352,M,PhD,77,Other,84,84,Assoc,0,3688.0
15250,1352,M,PhD,77,Other,84,85,Assoc,0,3688.0
15251,1352,M,PhD,77,Other,84,86,Assoc,0,4081.0
15252,1352,M,PhD,77,Other,84,87,Assoc,0,4285.0
15253,1352,M,PhD,77,Other,84,88,Assoc,0,4805.0
15254,1352,M,PhD,77,Other,84,89,Assoc,0,5141.0
15255,1352,M,PhD,77,Other,84,90,Assoc,0,5381.0
15256,1352,M,PhD,77,Other,84,91,Assoc,0,5711.714
15257,1352,M,PhD,77,Other,84,92,Full,0,6781.0
15258,1352,M,PhD,77,Other,84,93,Full,0,6878.0
15259,1352,M,PhD,77,Other,84,94,Full,1,7283.0
15260,1352,M,PhD,77,Other,84,95,Full,1,7602.0
15261,1353,M,PhD,94,Arts,95,95,Assist,0,4053.0
15262,1354,F,PhD,87,Other,90,90,Assist,0,4160.0
15263,1354,F,PhD,87,Other,90,91,Assist,0,4231.0
15264,1354,F,PhD,87,Other,90,92,Assist,0,4353.0
15265,1354,F,PhD,87,Other,90,93,Assist,0,4480.0
15266,1354,F,PhD,87,Other,90,94,Assist,0,4480.0
15267,1354,F,PhD,87,Other,90,95,Assist,0,4812.0
15268,1355,M,PhD,72,Other,78,78,Assist,0,1904.0
15269,1355,M,PhD,72,Other,78,79,Assist,0,2079.0
15270,1355,M,PhD,72,Other,78,80,Assoc,0,2333.0
15271,1355,M,PhD,72,Other,78,81,Assoc,0,2532.0
15272,1355,M,PhD,72,Other,78,82,Assoc,0,2605.0
15273,1355,M,PhD,72,Other,78,83,Assoc,0,2748.0
15274,1355,M,PhD,72,Other,78,84,Assoc,0,3063.0
15275,1355,M,PhD,72,Other,78,85,Assoc,0,3063.0
15276,1355,M,PhD,72,Other,78,86,Assoc,0,3487.0
15277,1355,M,PhD,72,Other,78,87,Assoc,0,3662.0
15278,1355,M,PhD,72,Other,78,88,Assoc,0,3768.0
15279,1355,M,PhD,72,Other,78,89,Assoc,0,4149.0
15280,1355,M,PhD,72,Other,78,90,Full,0,4533.0
15281,1355,M,PhD,72,Other,78,91,Full,0,4881.0
15282,1355,M,PhD,72,Other,78,92,Full,1,5631.0
15283,1355,M,PhD,72,Other,78,93,Full,1,5794.0
15284,1355,M,PhD,72,Other,78,94,Full,1,5794.0
15285,1355,M,PhD,72,Other,78,95,Full,1,6135.0
15286,1356,M,PhD,78,Prof,91,91,Assoc,0,4806.0
15287,1356,M,PhD,78,Prof,91,92,Assoc,0,4993.0
15288,1356,M,PhD,78,Prof,91,93,Assoc,0,5184.0
15289,1356,M,PhD,78,Prof,91,94,Assoc,0,5870.0
15290,1356,M,PhD,78,Prof,91,95,Assoc,0,6140.0
15291,1357,M,PhD,87,Other,92,92,Assist,0,3175.0
15292,1357,M,PhD,87,Other,92,93,Assist,0,3314.0
15293,1357,M,PhD,87,Other,92,94,Assist,0,3314.0
15294,1357,M,PhD,87,Other,92,95,Assist,0,3459.0
15295,1359,F,PhD,85,Other,88,88,Assist,0,3505.0
15296,1359,F,PhD,85,Other,88,89,Assist,0,3803.0
15297,1359,F,PhD,85,Other,88,90,Assist,0,4096.0
15298,1359,F,PhD,85,Other,88,91,Assoc,0,4538.0
15299,1359,F,PhD,85,Other,88,92,Assoc,0,4806.0
15300,1359,F,PhD,85,Other,88,93,Assoc,0,4945.0
15301,1359,F,PhD,85,Other,88,94,Assoc,0,4945.0
15302,1359,F,PhD,85,Other,88,95,Full,0,6676.0
15303,1360,M,PhD,81,Other,87,87,Assist,0,3768.0
15304,1360,M,PhD,81,Other,87,88,Assist,0,3768.0
15305,1360,M,PhD,81,Other,87,89,Assist,0,4032.0
15306,1360,M,PhD,81,Other,87,90,Assoc,0,4343.0
15307,1360,M,PhD,81,Other,87,91,Assoc,0,4610.0
15308,1360,M,PhD,81,Other,87,92,Assoc,0,4743.0
15309,1360,M,PhD,81,Other,87,93,Assoc,0,4881.0
15310,1360,M,PhD,81,Other,87,94,Assoc,0,4881.0
15311,1360,M,PhD,81,Other,87,95,Assoc,0,5242.0
15312,1361,M,PhD,65,Prof,65,76,Full,1,2089.0
15313,1361,M,PhD,65,Prof,65,77,Full,1,2502.0
15314,1361,M,PhD,65,Prof,65,78,Full,1,2888.0
15315,1361,M,PhD,65,Prof,65,80,Full,0,3447.0
15316,1361,M,PhD,65,Prof,65,81,Full,1,3831.0
15317,1361,M,PhD,65,Prof,65,82,Full,0,4116.0
15318,1361,M,PhD,65,Prof,65,83,Full,0,4342.0
15319,1361,M,PhD,65,Prof,65,84,Full,0,4505.0
15320,1361,M,PhD,65,Prof,65,85,Full,0,4505.0
15321,1361,M,PhD,65,Prof,65,86,Full,0,4914.0
15322,1361,M,PhD,65,Prof,65,87,Full,0,5160.0
15323,1361,M,PhD,65,Prof,65,88,Full,0,5235.0
15324,1361,M,PhD,65,Prof,65,89,Full,0,5931.0
15325,1361,M,PhD,65,Prof,65,90,Full,0,6208.0
15326,1361,M,PhD,65,Prof,65,91,Full,0,6684.0
15327,1361,M,PhD,65,Prof,65,92,Full,0,7602.0
15328,1361,M,PhD,65,Prof,65,93,Full,0,7823.0
15329,1361,M,PhD,65,Prof,65,94,Full,0,7823.0
15330,1361,M,PhD,65,Prof,65,95,Full,0,8165.0
15331,1362,M,PhD,84,Other,90,90,Assist,0,4468.0
15332,1362,M,PhD,84,Other,90,91,Assist,0,4544.0
15333,1362,M,PhD,84,Other,90,92,Assist,0,4676.0
15334,1362,M,PhD,84,Other,90,93,Assist,0,4812.0
15335,1362,M,PhD,84,Other,90,94,Assist,0,4812.0
15336,1362,M,PhD,84,Other,90,95,Assist,0,5022.0
